report_period_start,report_period_end,interval_start,interval_end,node,namespace,pod,pod_usage_cpu_core_seconds,pod_request_cpu_core_seconds,pod_limit_cpu_core_seconds,pod_usage_memory_byte_seconds,pod_request_memory_byte_seconds,pod_limit_memory_byte_seconds,node_capacity_cpu_cores,node_capacity_cpu_core_seconds,node_capacity_memory_bytes,node_capacity_memory_byte_seconds,resource_id,pod_labels
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-monitoring,cluster-monitoring-operator-cb5c5b7cd-6dppz,2.096440,0.810000,,5112594432.000000,4246732800.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,label_app:cluster-monitoring-operator|label_pod_template_hash:cb5c5b7cd
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-189-61.us-east-2.compute.internal,openshift-monitoring,prometheus-k8s-0,6.870639,6.156000,,75984519168.000000,100562632704.000000,,8.000000,4320.000000,32884985856.000000,17757892362240.000000,i-0fa84719950bda5f1,label_app:prometheus|label_controller_revision_hash:prometheus-k8s-7465cfd977|label_prometheus:k8s|label_statefulset_kubernetes_io_pod_name:prometheus-k8s-0
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-189-61.us-east-2.compute.internal,openshift-monitoring,prometheus-adapter-67d57676db-tp4nn,0.066388,0.081000,,3814686720.000000,1698693120.000000,,8.000000,4320.000000,32884985856.000000,17757892362240.000000,i-0fa84719950bda5f1,label_name:prometheus-adapter|label_pod_template_hash:67d57676db
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-150-20.us-east-2.compute.internal,openshift-kube-controller-manager,installer-7-ip-10-0-150-20.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-07017c9d687179be8,label_app:installer
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-146-115.us-east-2.compute.internal,openshift-marketplace,community-operators-56c777cfb7-vvr44,0.545021,0.810000,,37616099328.000000,8493465600.000000,,8.000000,4320.000000,33237303296.000000,17948143779840.000000,i-0eb3a4cb7807fb144,label_marketplace_operatorSource:community-operators|label_pod_template_hash:56c777cfb7
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-150-20.us-east-2.compute.internal,openshift-kube-controller-manager,installer-4-ip-10-0-150-20.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-07017c9d687179be8,label_app:installer
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-sdn,sdn-controller-vvpjn,0.056095,0.810000,,3789914112.000000,4246732800.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_app:sdn-controller|label_controller_revision_hash:58c5bb7768|label_pod_template_generation:1
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-console,console-67896cd46c-vc825,0.411055,0.810000,,3316985856.000000,8493465600.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_app:console|label_component:ui|label_pod_template_hash:67896cd46c
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-multus,multus-admission-controller-82hfq,0.067068,1.620000,,4118650880.000000,1698693120.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,label_app:multus-admission-controller|label_component:network|label_controller_revision_hash:7b7b7f6987|label_namespace:openshift-multus|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-kube-scheduler,installer-10-ip-10-0-208-111.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,label_app:installer
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-authentication,oauth-openshift-5dd56dc757-dc2h6,,,,1466060800.000000,,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-146-115.us-east-2.compute.internal,openshift-monitoring,telemeter-client-6bf666dddb-fkkck,0.022311,0.243000,,5874606080.000000,1698693120.000000,,8.000000,4320.000000,33237303296.000000,17948143779840.000000,i-0eb3a4cb7807fb144,label_k8s_app:telemeter-client|label_pod_template_hash:6bf666dddb
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-150-20.us-east-2.compute.internal,openshift-kube-controller-manager,installer-15-ip-10-0-150-20.us-east-2.compute.internal,,3.750000,3.750000,36044800.000000,2500000000.000000,2500000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-07017c9d687179be8,label_app:installer
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-kube-apiserver,installer-9-ip-10-0-184-152.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_app:installer
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-189-61.us-east-2.compute.internal,openshift-ingress,router-default-5f4778557d-zsf99,0.574133,8.100000,,8652607488.000000,21743271936.000000,,8.000000,4320.000000,32884985856.000000,17757892362240.000000,i-0fa84719950bda5f1,label_ingresscontroller_operator_openshift_io_deployment_ingresscontroller:default|label_ingresscontroller_operator_openshift_io_hash:778c7cbf9f|label_pod_template_hash:5f4778557d
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-kube-apiserver,revision-pruner-3-ip-10-0-184-152.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_app:pruner
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-console-operator,console-operator-56586f4c67-9hp5p,0.329497,0.810000,,5103288320.000000,8493465600.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,label_name:console-operator|label_pod_template_hash:56586f4c67
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-150-20.us-east-2.compute.internal,openshift-kube-controller-manager,revision-pruner-7-ip-10-0-150-20.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-07017c9d687179be8,label_app:pruner
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-150-20.us-east-2.compute.internal,openshift-kube-controller-manager,revision-pruner-11-ip-10-0-150-20.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-07017c9d687179be8,label_app:pruner
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-sdn,sdn-vkxmx,1.373945,8.100000,,6865879040.000000,16986931200.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_app:sdn|label_component:network|label_controller_revision_hash:66cbd78b69|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-150-20.us-east-2.compute.internal,openshift-monitoring,prometheus-operator-5d4cf4d7f5-jxjkd,0.262684,0.405000,,5080780800.000000,5096079360.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-07017c9d687179be8,label_app_kubernetes_io_component:controller|label_app_kubernetes_io_name:prometheus-operator|label_app_kubernetes_io_version:v0.35.1|label_pod_template_hash:5d4cf4d7f5
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-150-20.us-east-2.compute.internal,openshift-etcd,installer-2-ip-10-0-150-20.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-07017c9d687179be8,label_app:installer
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-189-61.us-east-2.compute.internal,openshift-multus,multus-cwnnn,0.062779,0.810000,,366317568.000000,12740198400.000000,,8.000000,4320.000000,32884985856.000000,17757892362240.000000,i-0fa84719950bda5f1,label_app:multus|label_component:network|label_controller_revision_hash:846cd45bbd|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-machine-api,machine-api-controllers-5db745b4b7-pxbpd,0.094014,3.240000,,9742254080.000000,6794772480.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,label_api:clusterapi|label_k8s_app:controller|label_pod_template_hash:5db745b4b7
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-189-61.us-east-2.compute.internal,openshift-monitoring,node-exporter-z8l86,0.439750,0.729000,,5196939264.000000,17836277760.000000,,8.000000,4320.000000,32884985856.000000,17757892362240.000000,i-0fa84719950bda5f1,label_app:node-exporter|label_controller_revision_hash:664bff5786|label_pod_template_generation:1
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-146-115.us-east-2.compute.internal,openshift-sdn,ovs-jtcfq,1.582739,8.100000,,13006766080.000000,33973862400.000000,,8.000000,4320.000000,33237303296.000000,17948143779840.000000,i-0eb3a4cb7807fb144,label_app:ovs|label_component:network|label_controller_revision_hash:78749b5864|label_openshift_io_component:network|label_pod_template_generation:1|label_type:infra
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-kube-scheduler-operator,openshift-kube-scheduler-operator-7b6d6f78cc-d2d6l,0.788675,,,6881361920.000000,4246732800.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_app:openshift-kube-scheduler-operator|label_pod_template_hash:7b6d6f78cc
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-machine-config-operator,machine-config-operator-d5b88b745-l5b77,4.342568,1.620000,,6624174080.000000,4246732800.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_k8s_app:machine-config-operator|label_pod_template_hash:d5b88b745
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-kube-controller-manager,revision-pruner-14-ip-10-0-208-111.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,label_app:pruner
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-authentication,oauth-openshift-6994f9b87b-smlxt,0.025134,0.250000,,1066946560.000000,1310720000.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,label_app:oauth-openshift|label_pod_template_hash:6994f9b87b
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-machine-config-operator,etcd-quorum-guard-97cd4c8bd-qm2vn,0.318741,0.810000,,753758208.000000,424673280.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_k8s_app:etcd-quorum-guard|label_name:etcd-quorum-guard|label_pod_template_hash:97cd4c8bd
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-146-115.us-east-2.compute.internal,openshift-ingress,router-default-5f4778557d-fncwj,0.403746,8.100000,,6758019072.000000,21743271936.000000,,8.000000,4320.000000,33237303296.000000,17948143779840.000000,i-0eb3a4cb7807fb144,label_ingresscontroller_operator_openshift_io_deployment_ingresscontroller:default|label_ingresscontroller_operator_openshift_io_hash:778c7cbf9f|label_pod_template_hash:5f4778557d
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-189-61.us-east-2.compute.internal,openshift-metering,presto-coordinator-0,7.760730,162.000000,324.000000,270579302400.000000,173946175488.000000,347892350976.000000,8.000000,4320.000000,32884985856.000000,17757892362240.000000,i-0fa84719950bda5f1,label_app:presto|label_controller_revision_hash:presto-coordinator-7bf767d985|label_presto:coordinator|label_statefulset_kubernetes_io_pod_name:presto-coordinator-0
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-kube-apiserver-operator,kube-apiserver-operator-55c4fd6867-x84c5,0.860916,0.810000,,5191598080.000000,4246732800.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_app:kube-apiserver-operator|label_pod_template_hash:55c4fd6867
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-146-115.us-east-2.compute.internal,openshift-cluster-storage-operator,csi-snapshot-controller-678784f654-q5gx9,0.013243,0.250000,,265400320.000000,1310720000.000000,,8.000000,4320.000000,33237303296.000000,17948143779840.000000,i-0eb3a4cb7807fb144,label_app:csi-snapshot-controller|label_pod_template_hash:678784f654
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-kube-controller-manager,installer-7-ip-10-0-208-111.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,label_app:installer
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-kube-scheduler,revision-pruner-12-ip-10-0-208-111.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,label_app:pruner
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-150-20.us-east-2.compute.internal,openshift-kube-scheduler,revision-pruner-12-ip-10-0-150-20.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-07017c9d687179be8,label_app:pruner
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-146-115.us-east-2.compute.internal,openshift-monitoring,openshift-state-metrics-cc4c4f66f-sr6zh,0.018699,0.243000,,5910405120.000000,16137584640.000000,,8.000000,4320.000000,33237303296.000000,17948143779840.000000,i-0eb3a4cb7807fb144,label_k8s_app:openshift-state-metrics|label_pod_template_hash:cc4c4f66f
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-etcd,revision-pruner-2-ip-10-0-208-111.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,label_app:pruner
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-150-20.us-east-2.compute.internal,openshift-machine-config-operator,machine-config-controller-d5d767c77-27pqm,0.068259,1.620000,,3380281344.000000,4246732800.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-07017c9d687179be8,label_k8s_app:machine-config-controller|label_pod_template_hash:d5d767c77
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-apiserver,apiserver-755cfffb4b-db9tt,0.337228,2.500000,,17844682752.000000,5242880000.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,label_apiserver:true|label_app:openshift-apiserver-a|label_pod_template_hash:755cfffb4b|label_revision:0
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-150-20.us-east-2.compute.internal,openshift-machine-config-operator,machine-config-server-57t7r,0.493923,1.620000,,1130471424.000000,4246732800.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-07017c9d687179be8,label_controller_revision_hash:854578fb64|label_k8s_app:machine-config-server|label_pod_template_generation:1
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-146-115.us-east-2.compute.internal,openshift-marketplace,redhat-marketplace-7cd9b8ddb8-9b65t,0.441259,0.810000,,18031251456.000000,8493465600.000000,,8.000000,4320.000000,33237303296.000000,17948143779840.000000,i-0eb3a4cb7807fb144,label_marketplace_operatorSource:redhat-marketplace|label_pod_template_hash:7cd9b8ddb8
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-kube-controller-manager,revision-pruner-13-ip-10-0-184-152.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_app:pruner
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-150-20.us-east-2.compute.internal,openshift-machine-api,cluster-autoscaler-operator-86bc4f8796-7vwtr,0.051225,2.430000,,3415412736.000000,5945425920.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-07017c9d687179be8,label_k8s_app:cluster-autoscaler-operator|label_pod_template_hash:86bc4f8796
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-kube-controller-manager,revision-pruner-11-ip-10-0-208-111.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,label_app:pruner
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-kube-controller-manager,installer-7-ip-10-0-184-152.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_app:installer
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-service-ca-operator,service-ca-operator-96844bc8c-bcgpl,0.233060,0.810000,,4985597952.000000,6794772480.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_app:service-ca-operator|label_pod_template_hash:96844bc8c
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-146-115.us-east-2.compute.internal,openshift-cluster-storage-operator,csi-snapshot-controller-operator-fbd856dd8-976cv,0.280486,0.810000,,3815219200.000000,4246732800.000000,,8.000000,4320.000000,33237303296.000000,17948143779840.000000,i-0eb3a4cb7807fb144,label_app:csi-snapshot-controller-operator|label_pod_template_hash:fbd856dd8
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-146-115.us-east-2.compute.internal,openshift-monitoring,prometheus-adapter-67d57676db-phwx9,0.068951,0.081000,,3359453184.000000,1698693120.000000,,8.000000,4320.000000,33237303296.000000,17948143779840.000000,i-0eb3a4cb7807fb144,label_name:prometheus-adapter|label_pod_template_hash:67d57676db
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-kube-controller-manager,installer-13-ip-10-0-184-152.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_app:installer
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-service-ca,service-ca-7c89b6dd78-nwlj5,0.717635,0.810000,,11182940160.000000,10192158720.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,label_app:service-ca|label_pod_template_hash:7c89b6dd78|label_service_ca:true
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-208-111.us-east-2.compute.internal,openshift-image-registry,cluster-image-registry-operator-695bf6b8bf-hthw7,0.127996,1.620000,,6683811840.000000,,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0a265277069898d4c,label_name:cluster-image-registry-operator|label_pod_template_hash:695bf6b8bf
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-kube-scheduler,installer-12-ip-10-0-184-152.us-east-2.compute.internal,,12.150000,12.150000,,8100000000.000000,8100000000.000000,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_app:installer
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-146-115.us-east-2.compute.internal,openshift-marketplace,certified-operators-5c756497cc-lpqrr,0.555900,0.810000,,23838842880.000000,8493465600.000000,,8.000000,4320.000000,33237303296.000000,17948143779840.000000,i-0eb3a4cb7807fb144,label_marketplace_operatorSource:certified-operators|label_pod_template_hash:5c756497cc
2020-11-01 00:00:00 +0000 UTC,2020-12-01 00:00:00 +0000 UTC,2020-11-06 15:00:00 +0000 UTC,2020-11-06 15:59:59 +0000 UTC,ip-10-0-184-152.us-east-2.compute.internal,openshift-etcd-operator,etcd-operator-576bc857f8-6k7x2,0.980950,0.810000,,6018121728.000000,4246732800.000000,,4.000000,2160.000000,16502939648.000000,8911587409920.000000,i-0d747f55dc1009705,label_app:etcd-operator|label_pod_template_hash:576bc857f8
